ministerio,servicio,programa,glosa_raw,es_operativo,partida,capitulo
MINISTERIO DE VIVIENDA Y URBANISMO,PARQUE METROPOLITANO,GASTO CORRIENTE,[29],True,18,2
MINISTERIO RELACIONES EXTERIORES,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR, Instituto Chileno de Campos de Hielo,"[24,1,1]",False,6,1
MINISTERIO RELACIONES EXTERIORES,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,GASTO CORRIENTE,,True,6,1
MINISTERIO RELACIONES EXTERIORES,INSTITUTO ANTÁRTICO CHILENO,GASTO CORRIENTE,,True,6,4
MINISTERIO RELACIONES EXTERIORES,INSTITUTO ANTÁRTICO CHILENO,Consejo de Política Antártica ,"[24,3,41]",False,6,4
MINISTERIO RELACIONES EXTERIORES,INSTITUTO ANTÁRTICO CHILENO,Feria Antártica Escolar ,"[24,3,44]",False,6,4
MINISTERIO RELACIONES EXTERIORES,INSTITUTO ANTÁRTICO CHILENO,Desarrollo de la Ciencia Antártica Concursable,"[24,3,45]",False,6,4
MINISTERIO RELACIONES EXTERIORES,INSTITUTO ANTÁRTICO CHILENO,Tésis Antárticas,"[24,3,47]",False,6,4
MINISTERIO RELACIONES EXTERIORES,INSTITUTO ANTÁRTICO CHILENO,Centro Antártico Internacional,"[24,3,50]",False,6,4
MINISTERIO RELACIONES EXTERIORES,INSTITUTO ANTÁRTICO CHILENO,Áreas Marinas Protegidas,"[24,3,52]",False,6,4
MINISTERIO RELACIONES EXTERIORES,INSTITUTO ANTÁRTICO CHILENO,Inversión Infraestructura en Plataformas Científico-Logísticas,"[24,3,54]",False,6,4
MINISTERIO RELACIONES EXTERIORES,INSTITUTO ANTÁRTICO CHILENO,Sensores Latitudinales,"[24,3,58]",False,6,4
MINISTERIO RELACIONES EXTERIORES,DIRECCIÓN DE FRONTERAS Y LÍMITES DEL ESTADO,GASTO CORRIENTE,,True,6,3
MINISTERIO RELACIONES EXTERIORES,DIRECCIÓN DE FRONTERAS Y LÍMITES DEL ESTADO,Programas Especiales de Fronteras y Límites,"[24,3,45]",False,6,3
MINISTERIO DE INTERIOR,CARABINEROS DE CHILE,GASTO CORRIENTE,,True,5,31
MINISTERIO DE INTERIOR,POLICIA DE INVESTIGACIONES,GASTO CORRIENTE,,True,5,33
