Reporting year,Provider country/institution - code,Provider country/institution - name,Provider agency,Provider project number,TOSSD ID Number,TOSSD recipient - code,TOSSD recipient - name,Region,Project title,Description,External link,SDG focus,SDG goal level explanation,Keywords,Sector category - code,Sector category - name,Purpose code,Purpose name,ISICcode,ISIC name,ISIC lvl,ISIC description letter lvl,Channel category - code,Channel category - name,Other Partners,Channel - code,Channel - name,Channel,Modality - code,Modality - name,Financial instrument - code,Financial instrument - name,Financing arrangement - code,Financing arrangement - name,Framework of collaboration - code,Framework of collaboration - name,TOSSD pillar,TOSSD sub-pillar,Amount committed (USD thousand),Deflated Amount committed (USD thousand),Amount disbursed (USD thousand),Deflated amount disbursed (USD thousand),Reflows to the provider (USD thousand),Deflated reflows to the provider (USD thousand),Amount mobilised  (USD thousand),Deflated amount mobilised  (USD thousand),Salary cost (PPPs),Concessionality,Maturity (in months),Leveraging mechanism,Origin of the funds mobilised,Source name,Weight,Weighted_Amount
2023,431,Brazil,Ministry of Justice and Public Security,08106.001517/2023-44,2023000696,434,Chile,South America,COMBATTING FOREST FIRES - CHILE,"Brazilian humanitarian assistance mission in Chile, due to the forest fires in that country, which took place from February 9 to March 5, 2023, including transit, under the terms of the Decree of February 9, 2023, and Decree of February 27, 2023, with the deployment of 36 (thirty-six) personnel, 11 (eleven) vehicles, and other equipment for forest fire fighting, as outlined in the DFNSP 5 Operation Plan (SEI nº 22904135).",https://www.gov.br/mj/pt-br/assuntos/noticias/bombeiros-da-forca-nacional-que-combateram-incendios-florestais-no-chile-retornam-para-o-brasil,15.a,,#DEVELOPMENT|#HUMANITARIAN,160,Other social infrastructure and services,16010.0,Social Protection,8430,Compulsory social security activities,O,Public administration and defence; compulsory social security,11000.0,,,11001.0,Central Government,National Secretariat of Public Security (SENASP),D013,"(for SSC providers only) In-kind technical cooperation. Services, materials, equipment and supplies.",2100.0,Direct provider spending,,,FC01,SOUTH-SOUTH CO-OPERATION,1,1,0.0,0.0,112.44482220086,112.44482220086,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,0.4,44.977928880344
2023,918,EU Institutions,European Commission,JAG.503878,2023023799,434,Chile,South America,875041 - SOLUTIONSPLUS - H2020-LC-GV-2019,"875041 - SOLUTIONSPLUS - INTEGRATED URBAN ELECTRIC MOBILITY SOLUTIONS IN THE CONTEXT OF THE PARIS AGREEMENT, THE SUSTAINABLE DEVELOPMENT GOALS AND THE NEW URBAN AGENDA",http://www.solutionsplus.eu,9.5;8.5;6;2;15;14;13;12;11,,CLIMATE|R&D,220,Communications,22020.0,Telecommunications,61,Telecommunications,J,Information and communication,61000.0,,,61000.0,Private sector in provider country,Private sector in provider country,K02,RESEARCH AND DEVELOPMENT (R&D),110.0,Standard grant,,,,,1,1,0.0,0.0,11.559256055363,11.559256055363,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,0.4,4.6237024221452
2023,918,EU Institutions,European Commission,JAG.454478,2023022380,434,Chile,South America,870301 - AQ-WATCH - H2020-SPACE-2019,870301 - AQ-WATCH - AIR QUALITY: WORLDWIDE ANALYSIS AND FORECASTING OF ATMOSPHERIC COMPOSITION FOR HEALTH,https://www.aq-watch.eu,9;8.5;6;2;17.3;15;14;13;12;11,,CLIMATE|R&D,220,Communications,22020.0,Telecommunications,61,Telecommunications,J,Information and communication,61000.0,,,61000.0,Private sector in provider country,Private sector in third country,K02,RESEARCH AND DEVELOPMENT (R&D),110.0,Standard grant,,,,,1,1,0.0,0.0,21.388408304498,21.388408304498,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,0.4,8.5553633217992
2023,918,EU Institutions,European Commission,JAG.431303,2023021867,434,Chile,South America,862849 - FERTIMANURE - H2020-RUR-2019-1,862849 - FERTIMANURE - INNOVATIVE NUTRIENT RECOVERY FROM SECONDARY SOURCES ¿ PRODUCTION OF HIGH-ADDED VALUE FERTILISERS FROM ANIMAL MANURE,https://www.fertimanure.eu/en/,9.5;8.5;6;2;15;14;13;12;11,,CLIMATE|R&D,310,"Agriculture, Forestry, Fishing",31182.0,Agricultural research,7210,Research and experimental development on natural sciences and engineering,M,"Professional, scientific and technical activities",62000.0,,,62000.0,Private sector in recipient country,Private sector in recipient country,K02,RESEARCH AND DEVELOPMENT (R&D),110.0,Standard grant,,,,,1,1,0.0,0.0,10.218425605536,10.218425605536,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,0.4,4.0873702422144005
2023,918,EU Institutions,European Commission,JAG.172233,2023017247,434,Chile,South America,771738 - NEXTFOOD - H2020-RUR-2017-2,771738 - NEXTFOOD - EDUCATING THE NEXT GENERATION OF PROFESSIONALS IN THE AGRIFOOD SYSTEM,https://www.nextfood-project.eu,9.5;8.5;6;2;15;14;13;12;11,,#BIODIVERSITY|R&D,310,"Agriculture, Forestry, Fishing",31182.0,Agricultural research,7210,Research and experimental development on natural sciences and engineering,M,"Professional, scientific and technical activities",51000.0,,,51000.0,"University, college or other teaching institution, research institute or think-tank","University, college or other teaching institution, research institute or think-tank",K02,RESEARCH AND DEVELOPMENT (R&D),110.0,Standard grant,,,,,1,1,0.0,0.0,1.4705882352941,1.4705882352941,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,0.4,0.58823529411764
2023,932,Food and Agriculture Organisation,Voluntary earmarked contributions - global and TOSSD-only activities,PRJ_654683,2023001995,434,Chile,South America,Chile REDD-plus results-based payments for results period 2014-2016,Chile REDD-plus results-based payments for results period 2014-2016,,15;13,,#ADAPTATION|#MITIGATION,310,"Agriculture, Forestry, Fishing",31220.0,Forestry development,210,Silviculture and other forestry activities,A,"Agriculture, forestry and fishing",12000.0,,,12000.0,Recipient Government,Recipient Government,D02,Other technical co-operation,110.0,Standard grant,,,,,1,1,10645.51031,10645.51031,10645.51031,10645.51031,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,0.4,4258.204124
2023,811,Global Environment Facility,GEF (general),PRJ_644609,2023001259,434,Chile,South America,Strengthening management and governance for the conservation and sustainable use of globally significant biodiversity in coastal marine ecosystems in Chile (FSP),Strengthening management and governance for the conservation and sustainable use of globally significant biodiversity in coastal marine ecosystems in Chile (FSP),,2;14,GEF is unable to report at target level at this stage but work through the GEF contributes to the achievement of the SDGs and responds to decisions related to SDGs.,,310,"Agriculture, Forestry, Fishing",31310.0,Fishing policy and administrative management,3,Fishing and aquaculture,A,"Agriculture, forestry and fishing",12000.0,,,12000.0,Recipient Government,Recipient Government,D02,Other technical co-operation,110.0,Standard grant,,,,,1,1,0.0,0.0,584.87454,584.87454,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,0.4,233.94981600000003
2023,932,Food and Agriculture Organisation,Voluntary earmarked contributions - global and TOSSD-only activities,PRJ_691942,2023000824,434,Chile,South America,Asistencia para el fortalecimiento de la capacidad nacional de la República de Chile para prevenir la pesca ilegal,Asistencia para el fortalecimiento de la capacidad nacional de la República de Chile para prevenir la pesca ilegal,,14,,#ADAPTATION|#MITIGATION,310,"Agriculture, Forestry, Fishing",31310.0,Fishing policy and administrative management,3,Fishing and aquaculture,A,"Agriculture, forestry and fishing",12000.0,,,12000.0,Recipient Government,Recipient Government,D02,Other technical co-operation,110.0,Standard grant,,,,,1,1,7.0085,7.0085,7.0085,7.0085,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,0.4,2.8034
2023,454,Peru,Others,1058,2023000025,434,Chile,South America,ELABORAR Y EJECUTAR UN PLAN DE TRABAJO PARA LA REALIZACIÓN DE INTERCAMBIO DE EXPERIENCIAS EN NORMATIVA Y MODELOS DE GESTIÓN PESQUERA A FIN DE PROMOVER EL DESARROLLO DE LA PESCA DE PEQUEÑA ESCALA / ARTESANAL,PROMOVER EL DESARROLLO DE LA PESCA DE PEQUEÑA ESCALA / ARTESANAL,,14.2,,,310,"Agriculture, Forestry, Fishing",31310.0,Fishing policy and administrative management,3,Fishing and aquaculture,A,"Agriculture, forestry and fishing",12000.0,,Ministerio de la Producción - PRODUCE - PERU,12001.0,Central Government,Subsecretaría de Pesca y Acuicultura de Chile,D01,In-kind technical co-operation experts,2100.0,Direct provider spending,,,FC01,SOUTH-SOUTH CO-OPERATION,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,0.4,0.0
2023,454,Peru,Others,1057,2023000024,434,Chile,South America,"ELABORAR Y EJECUTAR UN PLAN DE TRABAJO PARA EL INTERCAMBIO DE EXPERIENCIAS RESPECTO A LA IMPLEMENTACIÓN DE HERRAMIENTAS TECNOLÓGICAS E INSTRUMENTOS DE GESTIÓN QUE PERMITAN LA TRAZABILIDAD DE LOS RECURSOS PESQUEROS Y COMBATIR LA PESCA ILEGAL, NO DECLARADA Y NO REGLAMENTADA (INDNR)","PROMOVER LA TRAZABILIDAD DE LOS RECURSOS PESQUEROS Y COMBATIR LA PESCA ILEGAL, NO DECLARADA Y NO REGLAMENTADA (INDNR)",,14.4,,,310,"Agriculture, Forestry, Fishing",31310.0,Fishing policy and administrative management,3,Fishing and aquaculture,A,"Agriculture, forestry and fishing",12000.0,,Ministerio de la Producción - PRODUCE - PERU,12001.0,Central Government,Servicio Nacional de Pesca y Acuicultura de Chile,D01,In-kind technical co-operation experts,2100.0,Direct provider spending,,,FC01,SOUTH-SOUTH CO-OPERATION,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,0.4,0.0
2023,918,EU Institutions,European Commission,JAG.784943,2023029614,434,Chile,South America,958252 - RAWMINA - H2020-LCCI-2020-EASME-TWOSTAGE,958252 - RAWMINA - INTEGRATED INNOVATIVE PILOT SYSTEM FOR CRITICAL RAW MATERIALS RECOVERY FROM MINES WASTES IN A CIRCULAR ECONOMY CONTEXT,,9.5;8.5;6;2;17.3;15;14;13;12;11,,CLIMATE|R&D,320,"Industry, Mining, Construction",32182.0,Technological research and development,7210,Research and experimental development on natural sciences and engineering,M,"Professional, scientific and technical activities",61000.0,,,61000.0,Private sector in provider country,Private sector in third country,K02,RESEARCH AND DEVELOPMENT (R&D),110.0,Standard grant,,,,,1,1,0.0,0.0,158.62889273356,158.62889273356,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,0.4,63.45155709342401
2023,918,EU Institutions,European Commission,JAG.425202,2023021524,434,Chile,South America,862942 - BASAJAUN - H2020-RUR-2019-1,862942 - BASAJAUN - BASAJAUN - BUILDING A SUSTAINABLE JOINT BETWEEN RURAL AND URBAN AREAS THROUGH CIRCULAR AND INNOVATIVE WOOD CONSTRUCTION VALUE CHAINS,https://basajaun-horizon.eu/,9.5;8.5;6;2;17.3;15;14;13;12;11,,CLIMATE|R&D,410,General Environment Protection,41082.0,Environmental research,7210,Research and experimental development on natural sciences and engineering,M,"Professional, scientific and technical activities",61000.0,,,61000.0,Private sector in provider country,Private sector in third country,K02,RESEARCH AND DEVELOPMENT (R&D),110.0,Standard grant,,,,,1,1,0.0,0.0,2.3572664359862,2.3572664359862,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,0.4,0.9429065743944801
2023,909,Inter-American Development Bank Group,Inter-American Development Bank Group,,2023003855,434,Chile,South America,Support to Chiles efforts to promote innovation in the biodiversity agenda,The objective of this operation is to develop relevant instruments and to provide institutional strengthening advisory to support the conservation goals established by Chile in its Nationally Determined Contribution (NDC) and other initiatives led by the Ministry of the Environment and the Under secretariat for Tourism.,https://www.iadb.org/en/project/CH-T1247,,,,410,General Environment Protection,41030.0,Biodiversity,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,Public administration and defence; compulsory social security,46000.0,,,46012.0,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",INTER-AMERICAN DEVELOPMENT BANK,C01,Projects,110.0,Standard grant,,,,,1,1,0.0,0.0,45.025,45.025,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,1.0,45.025
2023,932,Food and Agriculture Organisation,Voluntary earmarked contributions - global and TOSSD-only activities,PRJ_669662,2023002805,434,Chile,South America,Updating the Climate Change National Adaptation Plan for Biodiversity,Updating the Climate Change National Adaptation Plan for Biodiversity,,15;13,,#ADAPTATION|#MITIGATION,410,General Environment Protection,41030.0,Biodiversity,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,Public administration and defence; compulsory social security,12000.0,,,12000.0,Recipient Government,Recipient Government,D02,Other technical co-operation,110.0,Standard grant,,,,,1,1,39.05152,39.05152,39.05152,39.05152,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,1.0,39.05152
2023,811,Global Environment Facility,GEF (general),PRJ_623646,2023001456,434,Chile,South America,Mainstreaming conservation and valuation of critically endangered species and ecosystems in development-frontier production landscapes in the regions of Arica y Parinacota and Biobío (FSP),Mainstreaming conservation and valuation of critically endangered species and ecosystems in development-frontier production landscapes in the regions of Arica y Parinacota and Biobío (FSP),,15;12,GEF is unable to report at target level at this stage but work through the GEF contributes to the achievement of the SDGs and responds to decisions related to SDGs.,,410,General Environment Protection,41030.0,Biodiversity,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,Public administration and defence; compulsory social security,12000.0,,,12000.0,Recipient Government,Recipient Government,D02,Other technical co-operation,110.0,Standard grant,,,,,1,1,0.0,0.0,7.27924,7.27924,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,1.0,7.27924
2023,811,Global Environment Facility,GEF (general),PRJ_690563,2023001446,434,Chile,South America,Restauración de la biodiversidad y sus servicios ecosistémicos a escala de paisaje en espacios silvo (PPG),Restauración de la biodiversidad y sus servicios ecosistémicos a escala de paisaje en espacios silvo (PPG),,2;15;12,GEF is unable to report at target level at this stage but work through the GEF contributes to the achievement of the SDGs and responds to decisions related to SDGs.,,410,General Environment Protection,41030.0,Biodiversity,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,Public administration and defence; compulsory social security,12000.0,,,12000.0,Recipient Government,Recipient Government,D02,Other technical co-operation,110.0,Standard grant,,,,,1,1,0.0,0.0,0.22712,0.22712,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,1.0,0.22712
2023,811,Global Environment Facility,GEF (general),PRJ_683061,2023001408,434,Chile,South America,Restoration of Biodiversity and Ecosystem Services at the Landscape Scale on Productive Agroforestry Areas and their Natural Environment (FSP),Restoration of Biodiversity and Ecosystem Services at the Landscape Scale on Productive Agroforestry Areas and their Natural Environment (FSP),,2;15;12,GEF is unable to report at target level at this stage but work through the GEF contributes to the achievement of the SDGs and responds to decisions related to SDGs.,,410,General Environment Protection,41030.0,Biodiversity,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,Public administration and defence; compulsory social security,12000.0,,,12000.0,Recipient Government,Recipient Government,D02,Other technical co-operation,110.0,Standard grant,,,,,1,1,0.0,0.0,298.49473,298.49473,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,1.0,298.49473
2023,811,Global Environment Facility,GEF (general),PRJ_639984,2023001231,434,Chile,South America,Strengthening and development of instruments for the management prevention and control of beaver (Castor canadensis) an invasive alien species in the Chilean Patagonia,Strengthening and development of instruments for the management prevention and control of beaver (Castor canadensis) an invasive alien species in the Chilean Patagonia,,15;12,GEF is unable to report at target level at this stage but work through the GEF contributes to the achievement of the SDGs and responds to decisions related to SDGs.,,410,General Environment Protection,41030.0,Biodiversity,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,Public administration and defence; compulsory social security,12000.0,,,12000.0,Recipient Government,Recipient Government,D02,Other technical co-operation,110.0,Standard grant,,,,,1,1,0.0,0.0,4.13127,4.13127,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,1.0,4.13127
2023,807,UNEP,Convention on Biological Diversity (CBD) - Voluntary Contributions Non-core - developmental,UNEP-SCBD-Voluntary Non-core,2023001057,434,Chile,South America,SCBD POW Voluntary Contributions,General Trust Fund for Additional Voluntary Contributions in Support of Approved Activities under the Convention on Biological Diversity.,,9;8;7;6;5;4;3;2;10;1,,,410,General Environment Protection,41030.0,Biodiversity,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,Public administration and defence; compulsory social security,41100.0,,,41116.0,United Nations Environment Programme,United Nations Environment Programme (UNEP),D02,Other technical co-operation,2100.0,Direct provider spending,,,,,1,1,5.54,5.54,5.54,5.54,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,1.0,5.54
2023,807,UNEP,Other Support to UNEP POW,UNEP - VC-POW,2023000496,434,Chile,South America,UNEP POW Voluntary Contributions,Trust Fund to Support the Activities of the Climate and Clean Air Coalition to Reduce Short Lived Climate Pollutants.,,9;8;7;6;5;4;3;2;10;1,,,410,General Environment Protection,41030.0,Biodiversity,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,Public administration and defence; compulsory social security,41100.0,,,41116.0,United Nations Environment Programme,United Nations Environment Programme (UNEP),D02,Other technical co-operation,2100.0,Direct provider spending,,,,,1,1,1.93718497,1.93718497,1.93718497,1.93718497,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,1.0,1.93718497
2023,807,UNEP,Other Support to UNEP POW,UNEP - VC-POW,2023000496,434,Chile,South America,UNEP POW Voluntary Contributions,Trust Fund to Support the Activities of the Climate and Clean Air Coalition to Reduce Short Lived Climate Pollutants.,,9;8;7;6;5;4;3;2;10;1,,,410,General Environment Protection,41020.0,Biosphere protection,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,Public administration and defence; compulsory social security,41100.0,,,41116.0,United Nations Environment Programme,United Nations Environment Programme (UNEP),D02,Other technical co-operation,2100.0,Direct provider spending,,,,,1,1,1.92558506,1.92558506,1.92558506,1.92558506,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,1.0,1.92558506
2023,807,UNEP,Other Support to UNEP POW,UNEP - VC-POW,2023000495,434,Chile,South America,UNEP POW Voluntary Contributions,Trust Fund to Support the Activities of the Climate Technology Centre And Network.,,9;8;7;6;5;4;3;2;10;1,,,410,General Environment Protection,41020.0,Biosphere protection,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,Public administration and defence; compulsory social security,41100.0,,,41116.0,United Nations Environment Programme,United Nations Environment Programme (UNEP),D02,Other technical co-operation,2100.0,Direct provider spending,,,,,1,1,39.87777994,39.87777994,39.87777994,39.87777994,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,1.0,39.87777994
2023,807,UNEP,Other Support to UNEP POW,UNEP - VC-POW,2023000495,434,Chile,South America,UNEP POW Voluntary Contributions,Trust Fund to Support the Activities of the Climate Technology Centre And Network.,,9;8;7;6;5;4;3;2;10;1,,,410,General Environment Protection,41030.0,Biodiversity,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,Public administration and defence; compulsory social security,41100.0,,,41116.0,United Nations Environment Programme,United Nations Environment Programme (UNEP),D02,Other technical co-operation,2100.0,Direct provider spending,,,,,1,1,40.11800753,40.11800753,40.11800753,40.11800753,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,1.0,40.11800753
2023,807,UNEP,Other Support to UNEP POW,UNEP - VC-POW,2023000494,434,Chile,South America,UNEP POW Voluntary Contributions,Technical Cooperation Trust Fund to Support Achievement of Contribution Agreement N° 21.0401/2011/608174/SUB/E2 – Strategic Cooperation Agreement between the European Commission – Directorate General of the Environment and – and the United Nations Environment Programme (covering ENRTP Priority 3.1 – Strengthening Environment Governance),,9;8;7;6;5;4;3;2;10;1,,,410,General Environment Protection,41020.0,Biosphere protection,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,Public administration and defence; compulsory social security,41100.0,,,41116.0,United Nations Environment Programme,United Nations Environment Programme (UNEP),D02,Other technical co-operation,2100.0,Direct provider spending,,,,,1,1,0.37117932,0.37117932,0.37117932,0.37117932,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,1.0,0.37117932
2023,807,UNEP,Other Support to UNEP POW,UNEP - VC-POW,2023000494,434,Chile,South America,UNEP POW Voluntary Contributions,Technical Cooperation Trust Fund to Support Achievement of Contribution Agreement N° 21.0401/2011/608174/SUB/E2 – Strategic Cooperation Agreement between the European Commission – Directorate General of the Environment and – and the United Nations Environment Programme (covering ENRTP Priority 3.1 – Strengthening Environment Governance),,9;8;7;6;5;4;3;2;10;1,,,410,General Environment Protection,41030.0,Biodiversity,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,Public administration and defence; compulsory social security,41100.0,,,41116.0,United Nations Environment Programme,United Nations Environment Programme (UNEP),D02,Other technical co-operation,2100.0,Direct provider spending,,,,,1,1,0.37341534,0.37341534,0.37341534,0.37341534,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,1.0,0.37341534
2023,807,UNEP,Other Support to UNEP POW,UNEP - VC-POW,2023000493,434,Chile,South America,UNEP POW Voluntary Contributions,Technical Cooperation Trust Fund for UNEP's Implementation of the Multilateral Fund Activities.,,9;8;7;6;5;4;3;2;10;1,,,410,General Environment Protection,41020.0,Biosphere protection,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,Public administration and defence; compulsory social security,41100.0,,,41116.0,United Nations Environment Programme,United Nations Environment Programme (UNEP),D02,Other technical co-operation,2100.0,Direct provider spending,,,,,1,1,11.36081258,11.36081258,11.36081258,11.36081258,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,1.0,11.36081258
2023,807,UNEP,Other Support to UNEP POW,UNEP - VC-POW,2023000493,434,Chile,South America,UNEP POW Voluntary Contributions,Technical Cooperation Trust Fund for UNEP's Implementation of the Multilateral Fund Activities.,,9;8;7;6;5;4;3;2;10;1,,,410,General Environment Protection,41030.0,Biodiversity,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,Public administration and defence; compulsory social security,41100.0,,,41116.0,United Nations Environment Programme,United Nations Environment Programme (UNEP),D02,Other technical co-operation,2100.0,Direct provider spending,,,,,1,1,11.42925121,11.42925121,11.42925121,11.42925121,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,1.0,11.42925121
2023,807,UNEP,Other Support to UNEP POW,UNEP - VC-POW,2023000490,434,Chile,South America,UNEP POW Voluntary Contributions,Technical Cooperation Trust Fund for the Implementation of the Framework Agreement between UNEP and the Government of Norway (Financed by the Government of Norway).,,9;8;7;6;5;4;3;2;10;1,,,410,General Environment Protection,41020.0,Biosphere protection,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,Public administration and defence; compulsory social security,41100.0,,,41116.0,United Nations Environment Programme,United Nations Environment Programme (UNEP),D02,Other technical co-operation,2100.0,Direct provider spending,,,,,1,1,0.49468,0.49468,0.49468,0.49468,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,1.0,0.49468
2023,807,UNEP,Other Support to UNEP POW,UNEP - VC-POW,2023000490,434,Chile,South America,UNEP POW Voluntary Contributions,Technical Cooperation Trust Fund for the Implementation of the Framework Agreement between UNEP and the Government of Norway (Financed by the Government of Norway).,,9;8;7;6;5;4;3;2;10;1,,,410,General Environment Protection,41030.0,Biodiversity,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,Public administration and defence; compulsory social security,41100.0,,,41116.0,United Nations Environment Programme,United Nations Environment Programme (UNEP),D02,Other technical co-operation,2100.0,Direct provider spending,,,,,1,1,0.49766,0.49766,0.49766,0.49766,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,1.0,0.49766
2023,807,UNEP,Other Support to UNEP POW,UNEP - VC-POW,2023000489,434,Chile,South America,UNEP POW Voluntary Contributions,Special Trust Fund of the Minamata Convention on Mercury to enable support for capacity-building and technical assistance activities of the Secretariat in accordance with Article 14,,9;8;7;6;5;4;3;2;10;1,,,410,General Environment Protection,41020.0,Biosphere protection,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,Public administration and defence; compulsory social security,41100.0,,,41116.0,United Nations Environment Programme,United Nations Environment Programme (UNEP),D02,Other technical co-operation,2100.0,Direct provider spending,,,,,1,1,5.0459269,5.0459269,5.0459269,5.0459269,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,1.0,5.0459269
2023,807,UNEP,Other Support to UNEP POW,UNEP - VC-POW,2023000489,434,Chile,South America,UNEP POW Voluntary Contributions,Special Trust Fund of the Minamata Convention on Mercury to enable support for capacity-building and technical assistance activities of the Secretariat in accordance with Article 14,,9;8;7;6;5;4;3;2;10;1,,,410,General Environment Protection,41030.0,Biodiversity,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,Public administration and defence; compulsory social security,41100.0,,,41116.0,United Nations Environment Programme,United Nations Environment Programme (UNEP),D02,Other technical co-operation,2100.0,Direct provider spending,,,,,1,1,5.07632405,5.07632405,5.07632405,5.07632405,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,1.0,5.07632405
2023,1015,Development Bank of Latin America,Development Bank of Latin America,,2023000097,434,Chile,South America,Condiciones habilitantes para la implementación del Servicio de Biodiversidad y Áreas Protegidas: Elaboración de reglamentos y otros instrumentos normativos.,Condiciones habilitantes para la implementación del Servicio de Biodiversidad y Áreas Protegidas: Elaboración de reglamentos y otros instrumentos normativos.,,15,,,410,General Environment Protection,41030.0,Biodiversity,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,Public administration and defence; compulsory social security,10000.0,,,10000.0,Public Sector Institutions,PUBLIC SECTOR INSTITUTIONS,D02,Other technical co-operation,110.0,Standard grant,,,FC01,SOUTH-SOUTH CO-OPERATION,1,1,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,1.0,0.0
2023,811,Global Environment Facility,GEF Trust Fund,11286,2023000022,434,Chile,South America,Umbrella Programme to Support NBSAP Update and the 7th National Reports,Umbrella Programme to Support NBSAP Update and the 7th National Reports,,17;16;15;14,GEF is unable to report at target level at this stage but work through the GEF contributes to the achievement of the SDGs and responds to decisions related to SDGs.,#BIODIVERSITY,410,General Environment Protection,41010.0,Environmental policy and administrative management,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,Public administration and defence; compulsory social security,41100.0,,,41114.0,United Nations Development Programme,UNDP,C01,Projects,110.0,Standard grant,,,,,1,1,490.5,490.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,0.4,0.0
2023,454,Peru,Others,732,2023000006,434,Chile,South America,"Plan de Trabajo para fortalecer las capacidades en restauración de bosques y paisajes forestales entre los actores nacionales, regionales y locales (DECLARACIÓN PRESIDENCIAL Y PLAN DE ACCIÓN DE SANTIAGO)",Elaborar e implementar un Plan de Trabajo para el intercambio de experiencias y tecnologías para el control transfronterizo de especies de flora y fauna silvestre incluidos en los apéndices CITES,,15.7;15.5,,,410,General Environment Protection,41030.0,Biodiversity,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,Public administration and defence; compulsory social security,12000.0,,Servicio Nacional Forestal y de Fauna Silvestre (SERFOR) - PERU,12001.0,Central Government,El Ministerio del Medio Ambiente de Chile,D01,In-kind technical co-operation experts,2100.0,Direct provider spending,,,FC01,SOUTH-SOUTH CO-OPERATION,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,TOSSD,1.0,0.0
